rank,id,title,consoleName,consoleId,totalPlayers,casualPlayers,hardcorePlayers,numAchievements,points,genre,developer,publisher,released,description,icon,boxArt,titleScreen,screenshot,rating
115,10392,South Park Rally,Nintendo 64,2,434,434,434,61,0,Kart Racing,Tantalus Interactive,Acclaim,2000-03-01,"South Park Rally is a kart-style racing video game released in early 2000 based on the American animated sitcom South Park published by Acclaim Entertainment and released for the PlayStation, Microsoft Windows, Nintendo 64, and Dreamcast. Gameplay follows the player in a competitive racing championship set in the fictional town of South Park. Players are given the options for multiplayer, arcade, or championship modes, but only the championship unlocks extra features. Competition begins in South Park's 1st Rally, a circuit race around four checkpoints in the downtown area of South Park. Races get gradually more diverse, with more locations, racers, and elements added as the game progresses.",https://media.retroachievements.org/Images/071842.png,https://media.retroachievements.org/Images/016564.png,https://media.retroachievements.org/Images/016562.png,https://media.retroachievements.org/Images/016563.png,4.1
116,10121,Duke Nukem 64,Nintendo 64,2,430,430,430,132,0,First-Person Shooter,"Apogee Software | 3D Realms, Eurocom",Atari,1997-11-14,"Duke Nukem 3D is a 1996 first-person shooter game developed by 3D Realms and published by FormGen for MS-DOS. It is a sequel to the platform games Duke Nukem and Duke Nukem II, published by 3D Realms.",https://media.retroachievements.org/Images/020240.png,https://media.retroachievements.org/Images/098495.png,https://media.retroachievements.org/Images/010775.png,https://media.retroachievements.org/Images/010895.png,4.1
121,10607,Chameleon Twist,Nintendo 64,2,410,410,410,32,0,3D Platforming,Japan System Supply,Sunsoft,1997-11-30,"Chameleon Twist is a 1997 video game developed by Japan System Supply, published by Japan System Supply in Japan, and published by Sunsoft in North America and Europe for the Nintendo 64.",https://media.retroachievements.org/Images/029672.png,https://media.retroachievements.org/Images/015027.png,https://media.retroachievements.org/Images/015028.png,https://media.retroachievements.org/Images/015058.png,4.1
122,10530,WCW vs. nWo: World Tour,Nintendo 64,2,407,407,407,31,0,Sports - Wrestling,"Asmik Ace Entertainment, AKI Corporation",THQ,1997-11-01,"WCW vs. nWo: World Tour is a professional wrestling video game released in 1997 for the Nintendo 64 game console. Released at the peak of World Championship Wrestling's (WCW) dominance in the Monday Night War, World Tour was THQ's first foray into the N64 wrestling scene and is a semi-sequel to the lesser known WCW vs. the World for the PlayStation. It is the second best-selling wrestling game for the N64 console.",https://media.retroachievements.org/Images/015111.png,https://media.retroachievements.org/Images/015110.png,https://media.retroachievements.org/Images/015068.png,https://media.retroachievements.org/Images/044134.png,4.1
123,10627,South Park: Chef's Luv Shack,Nintendo 64,2,404,404,404,75,0,"Trivia, Party",Acclaim,Acclaim,1999-10-12,"South Park: Chef's Luv Shack is a 2D game show-style party video game and is a sequel to the 1998 video game South Park, itself based on the American animated sitcom of the same name. Developed by Acclaim Studios Austin and published by Acclaim Entertainment, it was released in 1999 for the Dreamcast, Microsoft Windows, PlayStation and Nintendo 64. Its gameplay involves minigames and the ability to play against other players in a challenge for the most points. It also involves trivia questions about South Park and other topics.",https://media.retroachievements.org/Images/071670.png,https://media.retroachievements.org/Images/057196.png,https://media.retroachievements.org/Images/057194.png,https://media.retroachievements.org/Images/057195.png,4.1
124,10171,Tetris 64,Nintendo 64,2,401,401,401,40,0,Falling Block Puzzle,Amtex,SETA,1998-11-13,"Tetris 64 is a 1998 puzzle video game developed by Amtex and published by SETA for the Nintendo 64. Released exclusively in Japan, it came packaged with the ""Bio Sensor"", a unique accessory which alters the gameplay based on the player's heart rate.",https://media.retroachievements.org/Images/098365.png,https://media.retroachievements.org/Images/025506.png,https://media.retroachievements.org/Images/025503.png,https://media.retroachievements.org/Images/025504.png,4.1
126,13113,Puyo Puyo Sun 64,Nintendo 64,2,398,398,398,29,0,,Compile,Compile,1997-10-31,"Puyo Puyo Sun  is the third installment of the Puyo Puyo series, and the sequel to Puyo Puyo 2, made in 1996 by Compile. After the highly acclaimed success of its predecessor, Compile took a slightly more retro approach, so players had a more original feel to the game over that of 2.",https://media.retroachievements.org/Images/121321.png,https://media.retroachievements.org/Images/056034.png,https://media.retroachievements.org/Images/018984.png,https://media.retroachievements.org/Images/018985.png,4.1
128,10127,Duke Nukem: Zero Hour,Nintendo 64,2,386,386,386,106,0,Third-Person Shooter,Eurocom,GT Interactive Software,1999-08-01,"Duke Nukem: Zero Hour is a 1999 third-person shooter game in the Duke Nukem series, developed by Eurocom and published by GT Interactive for the Nintendo 64. The game uses a relatively large 32 megabyte cartridge and can also use the Expansion Pak to improve graphics, though this slows down the frame rate. It features a 4-player split-screen multiplayer mode that uses a first-person view.",https://media.retroachievements.org/Images/066261.png,https://media.retroachievements.org/Images/011039.png,https://media.retroachievements.org/Images/011035.png,https://media.retroachievements.org/Images/068219.png,4.1
129,10223,Gex 3: Deep Cover Gecko,Nintendo 64,2,383,383,383,55,0,"3D Platforming, Collect-a-thon",Gratuitous Games,Crave Entertainment,1999-09-28,"Gex 3: Deep Cover Gecko is a 1999 platform game developed by Crystal Dynamics and published by Eidos Interactive for the PlayStation. It is part of the Gex video game series, and was released in 1999, followed by ports for the Nintendo 64. Its protagonist, Gex, is a wisecracking, pop culture enthusiast voiced by Danny John-Jules in the UK and European releases and comedian Dana Gould, reprising his role from former Gex games, for the American release. The gameplay is set in Gex's secret hideout, Mission Control a overworld, which is overseen by Gex's butler, Alfred the Turtle. Playboy model Marliece Andrada plays Gex's kidnapped companion, Agent Xtra, the only live-action character, who is featured in brief full-motion video sequences on the PlayStation version. The plot follows Gex's return to the Media Dimension to rescue Agent Xtra from Rez, Gex's arch-nemesis from the previous games.",https://media.retroachievements.org/Images/109678.png,https://media.retroachievements.org/Images/014508.png,https://media.retroachievements.org/Images/010964.png,https://media.retroachievements.org/Images/010962.png,4.1
133,10587,Monopoly,Nintendo 64,2,377,377,377,16,0,Board Game,Mind's Eye Productions,Hasbro Interactive,1999-12-18,"A monopoly is a market in which one person or company is the only supplier of a particular good or service. A monopoly is characterized by a lack of economic competition to produce a particular thing, a lack of viable substitute goods, and the possibility of a high monopoly price well above the seller's marginal cost that leads to a high monopoly profit. The verb monopolise or monopolize refers to the process by which a company gains the ability to raise prices or exclude competitors. In economics, a monopoly is a single seller. In law, a monopoly is a business entity that has significant market power, that is, the power to charge overly high prices, which is associated with unfair price raises. Although monopolies may be big businesses, size is not a characteristic of a monopoly. A small business may still have the power to raise prices in a small industry.",https://media.retroachievements.org/Images/078339.png,https://media.retroachievements.org/Images/017514.png,https://media.retroachievements.org/Images/017515.png,https://media.retroachievements.org/Images/017517.png,4.1
134,27401,~Homebrew~ Portal 64,Nintendo 64,2,375,375,375,25,0,"Action, Puzzle",lambertjamesd,lambertjamesd,2023-01-01,"Mario Kart 64 is a 1996 kart racing game for the Nintendo 64 (N64). Developed and published by Nintendo, it is the second installment in the Mario Kart series after 1992's Super Mario Kart. The game retains the gameplay of its predecessor: the player, controlling a Mario franchise character, races opponents around tracks based on locales from the Super Mario platform games. Tracks contain obstacles to slow the player down and item boxes which give the player power-ups to aid in their progress. Mario Kart 64 contains different single-player and local multiplayer game modes, including a Grand Prix racing mode and a last man standing battle mode.",https://media.retroachievements.org/Images/109991.png,https://media.retroachievements.org/Images/086166.png,https://media.retroachievements.org/Images/086164.png,https://media.retroachievements.org/Images/086165.png,4.1
136,10255,Shadow Man,Nintendo 64,2,373,373,373,74,0,"Action, Survival Horror",Acclaim,Acclaim,1999-07-31,"Shadow Man is a 1999 action-adventure video game developed by Acclaim Studios Teesside and published by Acclaim Entertainment. It is based on the Shadow Man comic book series published by Valiant Comics. The game was released for Nintendo 64, Microsoft Windows, and PlayStation on August 31, 1999, with a Dreamcast version following on December 1.",https://media.retroachievements.org/Images/055462.png,https://media.retroachievements.org/Images/012742.png,https://media.retroachievements.org/Images/012746.png,https://media.retroachievements.org/Images/012747.png,4.1
138,10429,Fighters Destiny,Nintendo 64,2,365,365,365,75,0,3D Fighting,"Opus, Anchor","Imagineer, Ocean",1998-01-26,"Fighters Destiny, known in Japan as Fighting Cup, is a 1998 video game developed by Genki alongside Opus Corp and Anchor Inc for the Nintendo 64. It closely models the 3D fighting game standards of the time but integrates a unique point scoring system. The game's generic characters and unoriginal presentation have been panned by critics, but reviewers praised its point system and consider it to be one of the best fighting games on the Nintendo 64. It was followed by a sequel, Fighter Destiny 2, released in 2000.",https://media.retroachievements.org/Images/120787.png,https://media.retroachievements.org/Images/066556.png,https://media.retroachievements.org/Images/080486.png,https://media.retroachievements.org/Images/080487.png,4.1
140,10330,Bomberman 64: The Second Attack!,Nintendo 64,2,361,361,361,50,0,"Action, Puzzle",Hudson Soft,Vatical Entertainment,1999-12-03,"Bomberman 64: The Second Attack! is a 1999 action video game, the sequel to 1997's Bomberman 64.",https://media.retroachievements.org/Images/111878.png,https://media.retroachievements.org/Images/111789.png,https://media.retroachievements.org/Images/036034.png,https://media.retroachievements.org/Images/036033.png,4.1
141,10517,Top Gear Rally,Nintendo 64,2,359,359,359,52,0,Rally Racing,Boss Game Studios,Midway,1997-01-01,"Top Gear Rally is a 1997 racing video game developed by Boss Game Studios and released for the Nintendo 64. A follow-up to Kemco's original Top Gear game, it features a championship mode where a single player must complete six seasons of two to four races, as well as a multiplayer mode where two players may compete against each other via a split-screen display. The game's tracks combine both road and off-road surfaces and can be played in different weather conditions, including night, fog, rain, and snow. Players may customize their car with different tire grips and adjust its suspension stiffness and steering sensitivity. An option that allows players to custom paint their cars is also included.",https://media.retroachievements.org/Images/055460.png,https://media.retroachievements.org/Images/017964.png,https://media.retroachievements.org/Images/017965.png,https://media.retroachievements.org/Images/017963.png,4.1
142,10486,Mission: Impossible,Nintendo 64,2,358,358,358,37,0,Action-Adventure,Infogrames,Ocean Software,1998-01-01,Mission: Impossible is an American multimedia franchise based on a fictional secret espionage agency known as the Impossible Missions Force (IMF). The 1966 TV series ran for seven seasons and was revived in 1988 for two seasons. It inspired a series of theatrical motion pictures starring Tom Cruise beginning in 1996.,https://media.retroachievements.org/Images/077322.png,https://media.retroachievements.org/Images/046537.png,https://media.retroachievements.org/Images/034941.png,https://media.retroachievements.org/Images/034939.png,4.1
143,10515,Tom and Jerry in Fists of Furry,Nintendo 64,2,356,356,356,36,0,Arena Fighting,VIS Entertainment,"Ubisoft, NewKidCo",2000-11-12,"Tom and Jerry in Fists of Furry is a fighting video game for the Nintendo 64 and Microsoft Windows. It was developed by VIS Interactive and published by NewKidCo on November 12, 2000. It is based on the animated short film series of Tom and Jerry.",https://media.retroachievements.org/Images/026284.png,https://media.retroachievements.org/Images/018274.png,https://media.retroachievements.org/Images/026283.png,https://media.retroachievements.org/Images/018273.png,4.1
146,10149,Army Men: Sarge's Heroes 2,Nintendo 64,2,336,336,336,59,0,Third-Person Shooter,The 3DO Company,The 3DO Company,2000-09-26,"Army Men: Sarge's Heroes 2 is a 2000 third-person shooter video game developed and published by The 3DO Company for the Nintendo 64, Game Boy Color, PlayStation, and PlayStation 2. The game is a direct sequel to Army Men: Sarge's Heroes (1999). Unlike the previous game which was more dark in tone, this game has more of a lighthearted storyline.",https://media.retroachievements.org/Images/100395.png,https://media.retroachievements.org/Images/010749.png,https://media.retroachievements.org/Images/034959.png,https://media.retroachievements.org/Images/079537.png,4.1
149,10333,San Francisco Rush 2049,Nintendo 64,2,321,321,321,65,0,Arcade Racing,Midway,Midway,2000-09-05,"San Francisco Rush 2049 is a 1999 racing video game developed and manufactured by Atari Games for arcades, later ported to home systems. It is the third game in the Rush series as the sequel to San Francisco Rush: Extreme Racing and Rush 2: Extreme Racing USA as well as the last to be set in the city of San Francisco. An updated version with fixes and more tracks was later released subtitled Tournament Edition.",https://media.retroachievements.org/Images/064758.png,https://media.retroachievements.org/Images/044716.png,https://media.retroachievements.org/Images/044718.png,https://media.retroachievements.org/Images/044717.png,4.1
152,10087,Rampage: World Tour,Nintendo 64,2,309,309,309,33,0,"Action, Arcade",Saffire,Midway,1998-03-30,"Rampage World Tour is a 1997 action video game developed by Game Refuge and published by Midway Games for arcades. It is the sequel to 1986's Rampage, and was designed by Brian Colin and Jeff Nauman, who designed the original game. Ports were released for the PlayStation, Sega Saturn, Nintendo 64, Game Boy Color, and Microsoft Windows. It was re-released on Midway Arcade Treasures 2 and included in Rampage: Total Destruction.",https://media.retroachievements.org/Images/072387.png,https://media.retroachievements.org/Images/010671.png,https://media.retroachievements.org/Images/010668.png,https://media.retroachievements.org/Images/010669.png,4.1
154,10532,Wipeout 64,Nintendo 64,2,300,300,300,50,0,Racing,Psygnosis | Studio Liverpool,Midway,1998-01-01,"Wipeout 64 is a 1998 racing video game developed by Psygnosis and published by Midway Games for the Nintendo 64. It is the third game in the Wipeout series and remains the only one published on a Nintendo console. At the time of the game's release, developer Psygnosis had been owned for five years by Sony Computer Entertainment, for whose hardware all subsequent Wipeout games have been released exclusively.",https://media.retroachievements.org/Images/052007.png,https://media.retroachievements.org/Images/018263.png,https://media.retroachievements.org/Images/052005.png,https://media.retroachievements.org/Images/052006.png,4.1
156,10926,Mortal Kombat Mythologies: Sub-Zero,Nintendo 64,2,287,287,287,56,0,"Action-Adventure, 2D Fighting",Midway,Midway,1997-10-01,"Mortal Kombat Mythologies: Sub-Zero is a 1997 action-adventure game developed and published by Midway for the PlayStation and Nintendo 64. A spin-off of the Mortal Kombat franchise, it is the first installment not to be a fighting game. Set before the first game in the series, it follows Bi-Han, the elder Sub-Zero, in his quest to find Shinnok's amulet. It also serves as a prequel to Mortal Kombat 4, which was released the same year, introducing characters and story elements that would be used by the fourth main installment. Mythologies is the final game in the series to use digitized actors.",https://media.retroachievements.org/Images/036553.png,https://media.retroachievements.org/Images/037889.png,https://media.retroachievements.org/Images/037890.png,https://media.retroachievements.org/Images/038037.png,4.1
157,10360,San Francisco Rush: Extreme Racing,Nintendo 64,2,286,286,286,50,0,Arcade Racing,Midway,Midway,1997-11-08,"San Francisco Rush: Extreme Racing is a 1996 racing video game developed and published by Atari Games for arcades. It was ported to home consoles under the Midway label, beginning with the Nintendo 64 in 1997 and the PlayStation and Windows in 1998. An updated version named San Francisco Rush The Rock: Alcatraz Edition was released with more tracks and cars. It was a critical and commercial hit, and became the first in the Rush series, followed by San Francisco Rush 2049 (1999), bounded by the non-arcade Rush 2: Extreme Racing USA (1998).",https://media.retroachievements.org/Images/023348.png,https://media.retroachievements.org/Images/023345.png,https://media.retroachievements.org/Images/023346.png,https://media.retroachievements.org/Images/023347.png,4.1
160,10307,Space Station Silicon Valley,Nintendo 64,2,280,280,280,68,0,3D Platforming,Rockstar North,Take-Two Interactive,1998-10-21,"Space Station Silicon Valley is a platform video game developed by DMA Design and published by Take-Two Interactive. It was originally released for the Nintendo 64 in October 1998. An adaptation of the game for Game Boy Color was developed by Tarantula Studios and released in 1999. A PlayStation port, developed by Runecraft, was released in 2000, under the name Evo's Space Adventures. Players control Evo, a robot reduced to a crawling microchip after a ship crash, and are tasked with taking control of animals to solve puzzles and defeat enemies.",https://media.retroachievements.org/Images/113172.png,https://media.retroachievements.org/Images/066072.png,https://media.retroachievements.org/Images/011372.png,https://media.retroachievements.org/Images/011371.png,4.1
162,10265,Body Harvest,Nintendo 64,2,277,277,277,65,0,"Action-Adventure, Third-Person Shooter",Rockstar North,"Midway, Gremlin Interactive",1998-09-30,"Body Harvest is a 1998 action-adventure video game developed by DMA Design and published by Gremlin Interactive for the Nintendo 64. It was intended to be a launch title for the system, but was delayed due to its original publisher, Nintendo, having issues with the game's violent themes; they eventually dropped the game, leaving DMA to find a new publisher. Gremlin would later acquire the rights to the game and released it in Europe, while Midway Games released it in North America.",https://media.retroachievements.org/Images/051739.png,https://media.retroachievements.org/Images/011091.png,https://media.retroachievements.org/Images/011089.png,https://media.retroachievements.org/Images/011090.png,4.1
163,10473,Killer Instinct Gold,Nintendo 64,2,277,277,277,78,0,2D Fighting,Rare,Nintendo,1996-11-01,"Killer Instinct Gold is a 1996 fighting game developed by Rare and published by Nintendo for the Nintendo 64. It is based on the arcade game Killer Instinct 2. Players control characters who fight on a 2D plane set against a 3D background. Players press buttons to punch and kick their opponent in chains of successive hits, known as combos. Large combo successions lead to stronger attacks and brutal, stylistic finisher moves underscored by an announcer. Characters—including a gargoyle, a ninja, and a femme fatale—fight in settings such as a jungle and a spaceship. Killer Instinct Gold includes the arcade release's characters, combos, and 3D, pre-rendered environments, but excludes its full-motion video sequences and some voice-overs due to restrictions of the cartridge media format. The Gold release adds a training mode, camera views, and improved audiovisuals.",https://media.retroachievements.org/Images/073831.png,https://media.retroachievements.org/Images/080754.png,https://media.retroachievements.org/Images/017261.png,https://media.retroachievements.org/Images/017262.png,4.1
169,10520,Turok 2: Seeds of Evil,Nintendo 64,2,258,258,258,42,0,First-Person Shooter,Iguana Entertainment,Acclaim,1998-12-21,"Turok 2: Seeds of Evil is a first-person shooter video game developed by Iguana Entertainment and published by Acclaim Entertainment. It was released for the Nintendo 64 console in 1998 and ported to Microsoft Windows computers in 1999. Seeds of Evil is the second game in the Turok video game series and a sequel to Turok: Dinosaur Hunter. The game follows the story of a Turok and his efforts to stop a powerful alien entity from escaping the confines of his Lightship. A different game set in the same fictional universe, also titled Turok 2: Seeds of Evil, was released for the Game Boy Color alongside the Nintendo 64 game.",https://media.retroachievements.org/Images/015809.png,https://media.retroachievements.org/Images/015806.png,https://media.retroachievements.org/Images/015807.png,https://media.retroachievements.org/Images/015808.png,4
173,10165,Indiana Jones and the Infernal Machine,Nintendo 64,2,246,246,246,77,0,Action-Adventure,"Factor 5, LucasArts | Lucasfilm",LucasArts | Lucasfilm,2000-12-15,"Indiana Jones and the Infernal Machine is a 1999 action-adventure video game developed and published by LucasArts. The first 3D installment in the series, its gameplay focuses on solving puzzles, fighting enemies, and completing various platforming sections. The story is set in 1947, after the events of Indiana Jones and the Iron Phoenix, and puts the eponymous protagonist, the adventurer Indiana Jones, against the Soviet Union. In a race for a mythological Babylonian power source, he joins forces with the Central Intelligence Agency and collects four pieces of the Infernal Machine, an ancient device that allegedly opens a portal to another dimension.",https://media.retroachievements.org/Images/099146.png,https://media.retroachievements.org/Images/023930.png,https://media.retroachievements.org/Images/099144.png,https://media.retroachievements.org/Images/099145.png,4
182,10126,Tony Hawk's Pro Skater 3,Nintendo 64,2,229,229,229,49,0,Extreme Sports - Skateboarding,"Neversoft, Edge of Reality",Activision,2002-08-20,"Tony Hawk's Pro Skater 3 is a 2001 skateboarding video game and the third installment in the Tony Hawk's series. It was published by Activision under the Activision O2 label in 2001 for the PlayStation, PlayStation 2, Game Boy Color and GameCube. In 2002, it was published for the Xbox, Game Boy Advance, Windows, Mac OS, and the Nintendo 64. It was the final official release for the Nintendo 64 and the only game that was released for the system in 2002, the first game released for the PlayStation 2 supporting online play and was a launch title for the GameCube in North America and PAL regions.",https://media.retroachievements.org/Images/047928.png,https://media.retroachievements.org/Images/011060.png,https://media.retroachievements.org/Images/011057.png,https://media.retroachievements.org/Images/011058.png,4
184,11530,Dance Dance Revolution: Disney Dancing Museum,Nintendo 64,2,226,226,226,44,0,Rhythm,Konami,Disney Interactive Studios,2000-11-30," The Dance Dance Revolution series started in 1998 and has grown to a large set of games in the franchise. This list of Dance Dance Revolution games documents games released, including systems, formats, and regions for which the games were released.",https://media.retroachievements.org/Images/044306.png,https://media.retroachievements.org/Images/018372.png,https://media.retroachievements.org/Images/018373.png,https://media.retroachievements.org/Images/018374.png,4
187,10466,Forsaken 64,Nintendo 64,2,220,220,220,63,0,First-Person Shooter,Iguana Entertainment,Acclaim,1998-04-30,"Forsaken is a 1998 shooter video game developed by Probe Entertainment and published by Acclaim Entertainment. It was released for Microsoft Windows and PlayStation, with a port to the Nintendo 64 developed by Iguana UK releasing the same year as Forsaken 64.",https://media.retroachievements.org/Images/047208.png,https://media.retroachievements.org/Images/025502.png,https://media.retroachievements.org/Images/025499.png,https://media.retroachievements.org/Images/097783.png,4
188,10125,Tony Hawk's Pro Skater 2,Nintendo 64,2,219,219,219,35,0,Extreme Sports - Skateboarding,"Neversoft, Edge of Reality",Activision,2001-08-21,"Tony Hawk's Pro Skater 2 is a 2000 skateboarding video game developed by Neversoft for PlayStation and Natsume for Game Boy Color. Published by Activision, it is the second installment in the Tony Hawk's series of sports games, and was released for the PlayStation in 2000, with subsequent ports to Windows and Dreamcast alongside a distinct version for Game Boy Color the same year. In 2001, the game was ported to Mac OS, Mac OS X, Nintendo 64, and Xbox, alongside a separate version for Game Boy Advance by Vicarious Visions. The game was later ported to Windows Mobile and Windows Phone devices in 2006 and to iPhone OS devices in 2010.",https://media.retroachievements.org/Images/041741.png,https://media.retroachievements.org/Images/011051.png,https://media.retroachievements.org/Images/011049.png,https://media.retroachievements.org/Images/011050.png,4
189,10332,WWF WrestleMania 2000,Nintendo 64,2,219,219,219,39,0,Sports - Wrestling,AKI | syn Sophia,THQ,1999-10-31,"WrestleMania 2000, also known as WrestleMania 16, was a professional wrestling pay-per-view (PPV) event produced by the World Wrestling Federation. It was the 16th annual WrestleMania, and took place on April 2, 2000, at the Arrowhead Pond of Anaheim in Anaheim, California. This was the second WrestleMania at this venue, after WrestleMania XII in 1996. A total of nine matches were contested on the event's card.",https://media.retroachievements.org/Images/012052.png,https://media.retroachievements.org/Images/012053.png,https://media.retroachievements.org/Images/012051.png,https://media.retroachievements.org/Images/012055.png,4
191,15805,~Prototype~ Tamiya Racing 64,Nintendo 64,2,211,211,211,8,0,Racing,Looking Glass Studios,Looking Glass Studios,2012-04-05,"Over the years, the Tamiya Corporation has created a huge number of notable product lines. This article attempts to list them.",https://media.retroachievements.org/Images/031575.png,https://media.retroachievements.org/Images/031578.png,https://media.retroachievements.org/Images/031576.png,https://media.retroachievements.org/Images/031577.png,4
192,10430,Rugrats: Scavenger Hunt,Nintendo 64,2,209,209,209,31,0,Board Game,Realtime Associates,THQ,1999-06-29,"Rugrats: Scavenger Hunt is a 1999 party video game developed by Realtime Associates and published by THQ for the Nintendo 64. The game is based on the Nickelodeon animated television series Rugrats. It features the original voices from the Rugrats cast reprising their roles as Tommy Pickles, Chuckie Finster, and Phil and Lil DeVille as well as supporting characters Grandpa Lou, Didi and Stu Pickles, Susie Carmichael, Reptar, and series antagonist Angelica Pickles.",https://media.retroachievements.org/Images/063753.png,https://media.retroachievements.org/Images/026391.png,https://media.retroachievements.org/Images/026392.png,https://media.retroachievements.org/Images/026394.png,4
195,10325,WWF War Zone,Nintendo 64,2,206,206,206,64,0,Sports - Wrestling,Sculptured Software | Iguana West,Acclaim,1998-08-11,"WWF War Zone is a professional wrestling video game developed by Iguana West and released by Acclaim Entertainment in 1998 for the PlayStation, Nintendo 64, and Game Boy. The game features wrestlers from the World Wrestling Federation (WWF) and was the first graphical 3D game based on the WWF.",https://media.retroachievements.org/Images/070694.png,https://media.retroachievements.org/Images/070695.png,https://media.retroachievements.org/Images/070692.png,https://media.retroachievements.org/Images/070693.png,4
196,10574,Custom Robo,Nintendo 64,2,205,205,205,40,0,3D Arena Battler RPG,Noise,Nintendo,1999-12-08,Custom Robo is an action role-playing video game series developed by Noise and published by Nintendo.,https://media.retroachievements.org/Images/062605.png,https://media.retroachievements.org/Images/015978.png,https://media.retroachievements.org/Images/015977.png,https://media.retroachievements.org/Images/015997.png,4
